Yıl,Ay,Gün,Tarih,İşlem Türü,Tutar,Harcama Kategorisi,Açıklama,Şehir
2024,Mart,6,2024-03-06,Fatura Ödemesi,128.4,ATM,ATM Çekimi,Ankara
2024,Mart,25,2024-03-25,Seyahat,141.6,Seyahat,Otobüs,Ankara
2024,Mart,28,2024-03-28,Seyahat,81.1,Seyahat,Uçak,İstanbul
2024,Mart,11,2024-03-11,ATM Çekimi,348.81,Seyahat,Uçak,İstanbul
2024,Mart,12,2024-03-12,Kafe,237.21,Kafe,Kahve Dünyası,İzmir
2024,Mart,19,2024-03-19,Kafe,153.63,Fatura Ödemesi,Doğalgaz,İstanbul
2024,Mart,11,2024-03-11,ATM Çekimi,187.28,Fatura Ödemesi,Doğalgaz,İzmir
2024,Mart,14,2024-03-14,Kafe,181.83,Giyim,Zara,İstanbul
2024,Mart,4,2024-03-04,Fatura Ödemesi,131.92,Seyahat,Uçak,İzmir
2024,Mart,15,2024-03-15,Kafe,12.99,Seyahat,Otobüs,Ankara
2024,Mart,13,2024-03-13,Alışveriş,394.76,Kafe,Kahve Dünyası,İstanbul
2024,Mart,5,2024-03-05,Alışveriş,324.4,Kafe,Starbucks,İzmir
2024,Mart,26,2024-03-26,Kafe,143.43,Fatura Ödemesi,Elektrik,Ankara
2024,Mart,8,2024-03-08,Kafe,289.32,Seyahat,Uçak,İstanbul
2024,Mart,20,2024-03-20,ATM Çekimi,74.01,Giyim,LC Waikiki,Ankara
2024,Mart,15,2024-03-15,ATM Çekimi,335.8,Giyim,LC Waikiki,Ankara
2024,Mart,20,2024-03-20,Seyahat,107.6,Fatura Ödemesi,Elektrik,İstanbul
2024,Mart,19,2024-03-19,Alışveriş,205.15,Kafe,Starbucks,İzmir
2024,Mart,14,2024-03-14,Fatura Ödemesi,10.17,Seyahat,Uçak,İzmir
2024,Mart,10,2024-03-10,ATM Çekimi,55.36,Fatura Ödemesi,Doğalgaz,İstanbul
2024,Mart,1,2024-03-01,Alışveriş,42.43,Kafe,Gloria Jeans,İzmir
2024,Mart,23,2024-03-23,Fatura Ödemesi,169.04,Kafe,Gloria Jeans,Ankara
2024,Mart,5,2024-03-05,Seyahat,54.63,Giyim,H&M,İstanbul
2024,Mart,18,2024-03-18,Kafe,373.02,Fatura Ödemesi,Doğalgaz,İstanbul
2024,Mart,17,2024-03-17,Seyahat,213.95,Fatura Ödemesi,Doğalgaz,İstanbul
2024,Mart,11,2024-03-11,Kafe,355.45,Kafe,Kahve Dünyası,İstanbul
2024,Mart,3,2024-03-03,Seyahat,406.59,Giyim,Zara,İstanbul
2024,Mart,2,2024-03-02,Kafe,205.25,Seyahat,Tren,İzmir
2024,Mart,20,2024-03-20,ATM Çekimi,21.42,Giyim,H&M,İstanbul
2024,Mart,13,2024-03-13,Alışveriş,160.49,Kafe,Gloria Jeans,İzmir
2024,Mart,18,2024-03-18,Alışveriş,240.75,Seyahat,Tren,İstanbul
2024,Mart,30,2024-03-30,Kafe,311.65,Giyim,LC Waikiki,İzmir
2024,Mart,12,2024-03-12,Alışveriş,415.81,Seyahat,Otobüs,İzmir
2024,Mart,7,2024-03-07,Kafe,29.98,Fatura Ödemesi,Elektrik,İstanbul
2024,Mart,9,2024-03-09,ATM Çekimi,129.22,Kafe,Starbucks,İzmir
2024,Mart,18,2024-03-18,Alışveriş,349.82,Kafe,Starbucks,İzmir
2024,Mart,27,2024-03-27,Alışveriş,255.64,Kafe,Kahve Dünyası,İstanbul
2024,Mart,3,2024-03-03,Seyahat,145.25,ATM,ATM Çekimi,İstanbul
2024,Mart,13,2024-03-13,Seyahat,270.25,Seyahat,Otobüs,Ankara
2024,Mart,6,2024-03-06,Kafe,298.0,Kafe,Starbucks,Ankara
2024,Mart,28,2024-03-28,Seyahat,346.35,Kafe,Starbucks,Ankara
2024,Mart,20,2024-03-20,Alışveriş,463.27,Kafe,Kahve Dünyası,İstanbul
2024,Mart,6,2024-03-06,Seyahat,282.4,Seyahat,Uçak,İstanbul
2024,Mart,1,2024-03-01,Kafe,424.69,Giyim,Zara,Ankara
2024,Mart,18,2024-03-18,ATM Çekimi,145.88,Giyim,LC Waikiki,İzmir
2024,Mart,18,2024-03-18,Fatura Ödemesi,454.68,Kafe,Kahve Dünyası,İstanbul
2024,Mart,10,2024-03-10,Seyahat,458.72,Kafe,Starbucks,İzmir
2024,Mart,26,2024-03-26,Fatura Ödemesi,286.72,Kafe,Starbucks,İzmir
2024,Mart,10,2024-03-10,ATM Çekimi,265.3,Fatura Ödemesi,Doğalgaz,İstanbul
2024,Mart,2,2024-03-02,Seyahat,281.44,ATM,ATM Çekimi,İstanbul
2024,Mart,29,2024-03-29,Kafe,465.8,Fatura Ödemesi,Elektrik,İzmir
2024,Mart,8,2024-03-08,Alışveriş,280.39,Fatura Ödemesi,Su,İstanbul
2024,Mart,30,2024-03-30,Seyahat,163.9,Kafe,Kahve Dünyası,Ankara
2024,Mart,14,2024-03-14,Kafe,152.16,Giyim,H&M,Ankara
2024,Mart,8,2024-03-08,ATM Çekimi,364.21,Giyim,LC Waikiki,İzmir
2024,Mart,18,2024-03-18,Alışveriş,391.11,Seyahat,Otobüs,İzmir
2024,Mart,9,2024-03-09,Fatura Ödemesi,492.72,Giyim,LC Waikiki,Ankara
2024,Mart,13,2024-03-13,Kafe,118.5,Giyim,Zara,Ankara
2024,Mart,3,2024-03-03,Fatura Ödemesi,168.54,Seyahat,Uçak,Ankara
2024,Mart,10,2024-03-10,Kafe,367.64,Kafe,Kahve Dünyası,İzmir
2024,Mart,14,2024-03-14,Seyahat,342.03,ATM,ATM Çekimi,İzmir
2024,Mart,7,2024-03-07,Kafe,63.54,Fatura Ödemesi,Elektrik,İzmir
2024,Mart,16,2024-03-16,Fatura Ödemesi,428.11,Seyahat,Otobüs,İstanbul
2024,Mart,29,2024-03-29,ATM Çekimi,246.47,Giyim,LC Waikiki,Ankara
2024,Mart,1,2024-03-01,Alışveriş,94.91,Giyim,H&M,İstanbul
2024,Mart,20,2024-03-20,Fatura Ödemesi,31.04,ATM,ATM Çekimi,İzmir
2024,Mart,18,2024-03-18,Fatura Ödemesi,402.87,Giyim,LC Waikiki,İzmir
2024,Mart,29,2024-03-29,Kafe,124.49,Fatura Ödemesi,Doğalgaz,Ankara
2024,Mart,11,2024-03-11,Kafe,450.94,ATM,ATM Çekimi,İstanbul
2024,Mart,14,2024-03-14,Fatura Ödemesi,283.39,Kafe,Gloria Jeans,İzmir
2024,Mart,11,2024-03-11,Alışveriş,237.59,Kafe,Kahve Dünyası,İstanbul
2024,Mart,10,2024-03-10,Fatura Ödemesi,263.12,Seyahat,Otobüs,İzmir
2024,Mart,5,2024-03-05,Alışveriş,44.31,Seyahat,Otobüs,İstanbul
2024,Mart,29,2024-03-29,Seyahat,60.76,Kafe,Starbucks,Ankara
2024,Mart,9,2024-03-09,ATM Çekimi,387.22,Kafe,Starbucks,İstanbul
2024,Mart,30,2024-03-30,Seyahat,103.56,Fatura Ödemesi,Doğalgaz,İzmir
2024,Mart,8,2024-03-08,Fatura Ödemesi,37.33,Giyim,Zara,Ankara
2024,Mart,9,2024-03-09,Fatura Ödemesi,364.9,Fatura Ödemesi,Su,Ankara
2024,Mart,17,2024-03-17,ATM Çekimi,147.35,Fatura Ödemesi,Su,İstanbul
2024,Mart,12,2024-03-12,Alışveriş,483.69,Fatura Ödemesi,Doğalgaz,İzmir
2024,Mart,9,2024-03-09,ATM Çekimi,278.89,Fatura Ödemesi,Doğalgaz,İstanbul
2024,Mart,4,2024-03-04,ATM Çekimi,147.08,Seyahat,Otobüs,İstanbul
2024,Mart,28,2024-03-28,Fatura Ödemesi,179.51,Kafe,Starbucks,Ankara
2024,Mart,26,2024-03-26,Seyahat,381.27,Kafe,Kahve Dünyası,İstanbul
2024,Mart,18,2024-03-18,Seyahat,215.75,Seyahat,Uçak,Ankara
2024,Mart,17,2024-03-17,Alışveriş,131.29,Seyahat,Uçak,İzmir
2024,Mart,12,2024-03-12,Alışveriş,274.42,Seyahat,Otobüs,Ankara
2024,Mart,13,2024-03-13,Kafe,194.05,Giyim,H&M,Ankara
2024,Mart,31,2024-03-31,ATM Çekimi,225.66,ATM,ATM Çekimi,Ankara
2024,Mart,25,2024-03-25,Kafe,53.01,Kafe,Starbucks,İstanbul
2024,Mart,1,2024-03-01,Fatura Ödemesi,33.04,ATM,ATM Çekimi,Ankara
2024,Mart,4,2024-03-04,Fatura Ödemesi,102.52,Giyim,Zara,İstanbul
2024,Mart,28,2024-03-28,ATM Çekimi,50.01,ATM,ATM Çekimi,Ankara
2024,Mart,1,2024-03-01,Fatura Ödemesi,24.89,ATM,ATM Çekimi,Ankara
2024,Mart,13,2024-03-13,Fatura Ödemesi,310.4,Kafe,Gloria Jeans,Ankara
2024,Mart,20,2024-03-20,Fatura Ödemesi,14.62,ATM,ATM Çekimi,İzmir
2024,Mart,25,2024-03-25,Alışveriş,216.67,Fatura Ödemesi,Doğalgaz,Ankara
2024,Mart,17,2024-03-17,Fatura Ödemesi,460.16,Fatura Ödemesi,Doğalgaz,İstanbul
2024,Mart,1,2024-03-01,Fatura Ödemesi,442.58,ATM,ATM Çekimi,Ankara
2024,Mart,10,2024-03-10,Kafe,459.62,Giyim,H&M,Ankara
2024,Mart,9,2024-03-09,Kafe,329.86,Giyim,H&M,Ankara
2024,Mart,10,2024-03-10,Seyahat,190.57,Fatura Ödemesi,Doğalgaz,İzmir
2024,Mart,2,2024-03-02,ATM Çekimi,221.57,Seyahat,Otobüs,Ankara
2024,Mart,2,2024-03-02,Kafe,29.61,Giyim,H&M,İzmir
2024,Mart,5,2024-03-05,ATM Çekimi,365.37,Giyim,LC Waikiki,İzmir
2024,Mart,13,2024-03-13,Kafe,195.28,Fatura Ödemesi,Elektrik,İstanbul
2024,Mart,12,2024-03-12,Fatura Ödemesi,136.04,Fatura Ödemesi,Elektrik,İzmir
2024,Mart,1,2024-03-01,Alışveriş,457.46,Kafe,Gloria Jeans,İstanbul
2024,Mart,13,2024-03-13,Alışveriş,409.26,ATM,ATM Çekimi,Ankara
2024,Mart,14,2024-03-14,Seyahat,407.6,ATM,ATM Çekimi,İstanbul
2024,Mart,24,2024-03-24,Fatura Ödemesi,497.23,Fatura Ödemesi,Su,İstanbul
2024,Mart,19,2024-03-19,Fatura Ödemesi,25.61,ATM,ATM Çekimi,İstanbul
2024,Mart,10,2024-03-10,Seyahat,497.44,Fatura Ödemesi,Elektrik,İstanbul
2024,Mart,26,2024-03-26,Alışveriş,293.19,ATM,ATM Çekimi,İzmir
2024,Mart,3,2024-03-03,Kafe,214.52,ATM,ATM Çekimi,İstanbul
2024,Mart,25,2024-03-25,Fatura Ödemesi,384.56,ATM,ATM Çekimi,İstanbul
2024,Mart,2,2024-03-02,Kafe,110.53,Seyahat,Uçak,İzmir
2024,Mart,8,2024-03-08,Seyahat,327.36,Giyim,LC Waikiki,Ankara
2024,Mart,21,2024-03-21,ATM Çekimi,216.68,Seyahat,Uçak,İstanbul
2024,Mart,1,2024-03-01,ATM Çekimi,270.61,Giyim,Zara,İstanbul
2024,Mart,24,2024-03-24,Alışveriş,323.96,Fatura Ödemesi,Su,Ankara
2024,Mart,14,2024-03-14,Fatura Ödemesi,100.04,Fatura Ödemesi,Elektrik,İzmir
2024,Mart,17,2024-03-17,Kafe,241.93,Kafe,Gloria Jeans,Ankara
2024,Mart,15,2024-03-15,Alışveriş,179.72,Fatura Ödemesi,Su,Ankara
2024,Mart,26,2024-03-26,Seyahat,13.96,Giyim,H&M,Ankara
2024,Mart,23,2024-03-23,ATM Çekimi,408.32,Seyahat,Otobüs,İstanbul
2024,Mart,8,2024-03-08,Seyahat,215.6,Kafe,Starbucks,İstanbul
2024,Mart,14,2024-03-14,ATM Çekimi,80.23,Kafe,Starbucks,Ankara
2024,Mart,16,2024-03-16,ATM Çekimi,496.8,Seyahat,Uçak,İzmir
2024,Mart,28,2024-03-28,Fatura Ödemesi,465.46,Giyim,Zara,İstanbul
2024,Mart,12,2024-03-12,Fatura Ödemesi,69.88,Fatura Ödemesi,Doğalgaz,İstanbul
2024,Mart,18,2024-03-18,Kafe,323.87,Kafe,Starbucks,Ankara
2024,Mart,18,2024-03-18,ATM Çekimi,232.61,Seyahat,Otobüs,Ankara
2024,Mart,10,2024-03-10,Fatura Ödemesi,67.96,Giyim,H&M,Ankara
2024,Mart,24,2024-03-24,Fatura Ödemesi,49.48,Kafe,Gloria Jeans,İstanbul
2024,Mart,25,2024-03-25,ATM Çekimi,305.23,Seyahat,Tren,İzmir
2024,Mart,16,2024-03-16,Fatura Ödemesi,433.19,ATM,ATM Çekimi,İzmir
2024,Mart,9,2024-03-09,Kafe,201.37,Kafe,Gloria Jeans,İzmir
2024,Mart,19,2024-03-19,Seyahat,310.97,Seyahat,Uçak,İstanbul
2024,Mart,1,2024-03-01,Kafe,11.1,Seyahat,Uçak,İstanbul
2024,Mart,1,2024-03-01,Kafe,163.64,Seyahat,Tren,Ankara
2024,Mart,8,2024-03-08,Seyahat,231.45,Seyahat,Tren,Ankara
2024,Mart,26,2024-03-26,Kafe,136.0,Fatura Ödemesi,Su,İzmir
2024,Mart,9,2024-03-09,ATM Çekimi,240.0,Fatura Ödemesi,Doğalgaz,Ankara
2024,Mart,9,2024-03-09,Alışveriş,22.51,Fatura Ödemesi,Doğalgaz,İzmir
2024,Mart,7,2024-03-07,Alışveriş,345.97,Kafe,Starbucks,İzmir
2024,Mart,19,2024-03-19,Alışveriş,246.2,ATM,ATM Çekimi,Ankara
2024,Mart,25,2024-03-25,Fatura Ödemesi,60.94,ATM,ATM Çekimi,Ankara
2024,Mart,19,2024-03-19,Alışveriş,306.85,Giyim,H&M,İzmir
2024,Mart,18,2024-03-18,Seyahat,100.74,ATM,ATM Çekimi,Ankara
2024,Mart,4,2024-03-04,Kafe,93.89,Giyim,H&M,Ankara
2024,Mart,30,2024-03-30,Fatura Ödemesi,162.04,Kafe,Kahve Dünyası,Ankara
2024,Mart,18,2024-03-18,Kafe,100.62,ATM,ATM Çekimi,İstanbul
2024,Mart,24,2024-03-24,ATM Çekimi,183.85,Giyim,Zara,İstanbul
2024,Mart,24,2024-03-24,Fatura Ödemesi,179.86,Giyim,LC Waikiki,Ankara
2024,Mart,13,2024-03-13,Alışveriş,260.6,Seyahat,Otobüs,İstanbul
2024,Mart,22,2024-03-22,Fatura Ödemesi,24.34,Seyahat,Uçak,Ankara
2024,Mart,29,2024-03-29,Seyahat,130.41,ATM,ATM Çekimi,İstanbul
2024,Mart,22,2024-03-22,Fatura Ödemesi,14.93,Fatura Ödemesi,Doğalgaz,Ankara
2024,Mart,19,2024-03-19,ATM Çekimi,463.5,Fatura Ödemesi,Doğalgaz,Ankara
2024,Mart,8,2024-03-08,Kafe,421.36,Giyim,H&M,Ankara
2024,Mart,30,2024-03-30,Fatura Ödemesi,303.67,Seyahat,Tren,Ankara
2024,Mart,18,2024-03-18,Alışveriş,336.6,Kafe,Starbucks,İzmir
2024,Mart,4,2024-03-04,Kafe,451.75,ATM,ATM Çekimi,İstanbul
2024,Mart,23,2024-03-23,Seyahat,259.41,ATM,ATM Çekimi,İstanbul
2024,Mart,23,2024-03-23,Kafe,455.1,Giyim,H&M,İzmir
2024,Mart,21,2024-03-21,ATM Çekimi,100.94,ATM,ATM Çekimi,İzmir
2024,Mart,1,2024-03-01,Fatura Ödemesi,139.35,Fatura Ödemesi,Doğalgaz,İstanbul
2024,Mart,25,2024-03-25,Kafe,435.63,Kafe,Starbucks,Ankara
2024,Mart,13,2024-03-13,Kafe,281.02,Fatura Ödemesi,Elektrik,Ankara
2024,Mart,5,2024-03-05,Seyahat,26.77,Fatura Ödemesi,Doğalgaz,Ankara
2024,Mart,25,2024-03-25,Alışveriş,202.16,Seyahat,Uçak,İstanbul
2024,Mart,1,2024-03-01,Kafe,202.32,ATM,ATM Çekimi,İstanbul
2024,Mart,20,2024-03-20,Alışveriş,434.44,Seyahat,Otobüs,İstanbul
2024,Mart,15,2024-03-15,Seyahat,166.66,Fatura Ödemesi,Su,Ankara
2024,Mart,18,2024-03-18,Seyahat,63.43,Fatura Ödemesi,Doğalgaz,Ankara
2024,Mart,28,2024-03-28,Fatura Ödemesi,165.5,Seyahat,Uçak,Ankara
2024,Nisan,24,2024-04-24,Alışveriş,3658.97,ATM,ATM Çekimi,İstanbul
2024,Nisan,14,2024-04-14,Alışveriş,2462.35,ATM,ATM Çekimi,Ankara
2024,Nisan,19,2024-04-19,Fatura Ödemesi,179.36,Restoran,Cafe,İzmir
2024,Nisan,19,2024-04-19,Eğitim,1872.79,Restoran,Cafe,İstanbul
2024,Nisan,23,2024-04-23,Fatura Ödemesi,259.56,Eğitim,Kurs,İstanbul
2024,Nisan,14,2024-04-14,Alışveriş,324.27,Eğitim,Seminer,İstanbul
2024,Nisan,4,2024-04-04,Restoran,18.39,Fatura Ödemesi,Unusual Expense,İzmir
2024,Nisan,22,2024-04-22,Alışveriş,149.35,ATM,ATM Çekimi,İstanbul
2024,Nisan,25,2024-04-25,Fatura Ödemesi,491.42,ATM,ATM Çekimi,İzmir
2024,Nisan,24,2024-04-24,Restoran,2476.79,Restoran,Cafe,Ankara
2024,Nisan,16,2024-04-16,Restoran,340.94,Spor,Ekipman,İstanbul
2024,Nisan,27,2024-04-27,Alışveriş,368.25,Restoran,Unusual Expense,Ankara
2024,Nisan,10,2024-04-10,Fatura Ödemesi,281.65,Fatura Ödemesi,Telefon,İzmir
2024,Nisan,5,2024-04-05,Fatura Ödemesi,407.57,Restoran,Unusual Expense,İstanbul
2024,Nisan,8,2024-04-08,Fatura Ödemesi,25.19,Eğitim,Seminer,Ankara
2024,Nisan,15,2024-04-15,Restoran,317.3,Restoran,Cafe,İzmir
2024,Nisan,14,2024-04-14,Alışveriş,25.05,Restoran,Cafe,İstanbul
2024,Nisan,3,2024-04-03,Alışveriş,224.05,ATM,ATM Çekimi,İzmir
2024,Nisan,18,2024-04-18,Eğitim,429.6,Spor,Unusual Expense,Ankara
2024,Nisan,15,2024-04-15,Eğitim,218.1,ATM,ATM Çekimi,İstanbul
2024,Nisan,22,2024-04-22,Spor,41.57,ATM,ATM Çekimi,İstanbul
2024,Nisan,17,2024-04-17,Spor,477.19,Fatura Ödemesi,Su,İstanbul
2024,Nisan,3,2024-04-03,Restoran,26.89,Eğitim,Unusual Expense,Ankara
2024,Nisan,4,2024-04-04,Spor,458.8,Eğitim,Seminer,İzmir
2024,Nisan,25,2024-04-25,Restoran,431.94,Restoran,Fine Dining,İstanbul
2024,Nisan,21,2024-04-21,Eğitim,441.68,ATM,ATM Çekimi,İstanbul
2024,Nisan,4,2024-04-04,Eğitim,279.21,Fatura Ödemesi,İnternet,İstanbul
2024,Nisan,4,2024-04-04,Fatura Ödemesi,302.97,Eğitim,Seminer,İstanbul
2024,Nisan,12,2024-04-12,Spor,3289.39,Spor,Ekipman,İzmir
2024,Nisan,23,2024-04-23,Eğitim,1130.79,Restoran,Fine Dining,İzmir
2024,Nisan,28,2024-04-28,Restoran,4961.5,Fatura Ödemesi,Telefon,İzmir
2024,Nisan,13,2024-04-13,Eğitim,462.83,Eğitim,Seminer,İzmir
2024,Nisan,3,2024-04-03,Spor,2250.51,ATM,ATM Çekimi,İzmir
2024,Nisan,16,2024-04-16,Restoran,3078.03,ATM,ATM Çekimi,İzmir
2024,Nisan,3,2024-04-03,Eğitim,279.44,Spor,Ekipman,Ankara
2024,Nisan,19,2024-04-19,Restoran,99.52,ATM,Unusual Expense,Ankara
2024,Nisan,17,2024-04-17,Restoran,4934.16,Eğitim,Kitap,Ankara
2024,Nisan,16,2024-04-16,Restoran,169.36,Restoran,Cafe,İzmir
2024,Nisan,3,2024-04-03,Alışveriş,1482.5,Restoran,Cafe,Ankara
2024,Nisan,1,2024-04-01,Fatura Ödemesi,224.84,Fatura Ödemesi,Unusual Expense,Ankara
2024,Nisan,18,2024-04-18,Alışveriş,140.51,Restoran,Fine Dining,İstanbul
2024,Nisan,11,2024-04-11,Restoran,126.27,ATM,ATM Çekimi,İstanbul
2024,Nisan,6,2024-04-06,Spor,191.2,Fatura Ödemesi,Telefon,İstanbul
2024,Nisan,19,2024-04-19,Eğitim,22.78,Spor,Spor Salonu,İstanbul
2024,Nisan,2,2024-04-02,Eğitim,298.62,Spor,Üyelik,İstanbul
2024,Nisan,22,2024-04-22,Eğitim,445.89,Spor,Ekipman,İstanbul
2024,Nisan,21,2024-04-21,Alışveriş,70.74,Restoran,Fine Dining,İzmir
2024,Nisan,14,2024-04-14,Spor,22.3,Spor,Spor Salonu,İzmir
2024,Nisan,15,2024-04-15,Restoran,466.6,Restoran,Fine Dining,İstanbul
2024,Nisan,23,2024-04-23,Spor,47.04,Eğitim,Kitap,İzmir
2024,Nisan,13,2024-04-13,Fatura Ödemesi,200.21,ATM,ATM Çekimi,İzmir
2024,Nisan,29,2024-04-29,Spor,42.46,Eğitim,Kitap,İstanbul
2024,Nisan,22,2024-04-22,Alışveriş,366.33,ATM,ATM Çekimi,İstanbul
2024,Nisan,1,2024-04-01,Eğitim,368.79,Spor,Üyelik,İzmir
2024,Nisan,18,2024-04-18,Alışveriş,3964.28,Fatura Ödemesi,Telefon,İzmir
2024,Nisan,9,2024-04-09,Eğitim,37.07,Eğitim,Kitap,Ankara
2024,Nisan,1,2024-04-01,Eğitim,490.15,Restoran,Fine Dining,İstanbul
2024,Nisan,6,2024-04-06,Spor,213.36,Fatura Ödemesi,Su,İstanbul
2024,Nisan,5,2024-04-05,Spor,304.06,Restoran,Fine Dining,İstanbul
2024,Nisan,16,2024-04-16,Spor,112.3,ATM,ATM Çekimi,İzmir
2024,Nisan,8,2024-04-08,Alışveriş,228.0,ATM,ATM Çekimi,İstanbul
2024,Nisan,28,2024-04-28,Spor,403.69,ATM,ATM Çekimi,İzmir
2024,Nisan,13,2024-04-13,Eğitim,124.6,ATM,ATM Çekimi,Ankara
2024,Nisan,6,2024-04-06,Spor,67.79,Spor,Ekipman,İstanbul
2024,Nisan,30,2024-04-30,Eğitim,75.29,Spor,Ekipman,Ankara
2024,Nisan,29,2024-04-29,Spor,314.84,Spor,Spor Salonu,İzmir
2024,Nisan,24,2024-04-24,Alışveriş,76.54,Restoran,Fast Food,İzmir
2024,Nisan,8,2024-04-08,Eğitim,444.22,ATM,ATM Çekimi,Ankara
2024,Nisan,5,2024-04-05,Restoran,26.28,Restoran,Fast Food,Ankara
2024,Nisan,20,2024-04-20,Fatura Ödemesi,255.74,Spor,Spor Salonu,Ankara
2024,Nisan,19,2024-04-19,Spor,2542.09,Spor,Ekipman,Ankara
2024,Nisan,7,2024-04-07,Fatura Ödemesi,161.11,Spor,Spor Salonu,İstanbul
2024,Nisan,13,2024-04-13,Fatura Ödemesi,21.75,ATM,ATM Çekimi,Ankara
2024,Nisan,2,2024-04-02,Fatura Ödemesi,91.64,Fatura Ödemesi,Su,İstanbul
2024,Nisan,19,2024-04-19,Spor,82.45,ATM,ATM Çekimi,Ankara
2024,Nisan,2,2024-04-02,Restoran,498.67,ATM,ATM Çekimi,İstanbul
2024,Nisan,23,2024-04-23,Eğitim,486.47,Restoran,Unusual Expense,İstanbul
2024,Nisan,5,2024-04-05,Restoran,414.16,Fatura Ödemesi,İnternet,İzmir
2024,Nisan,26,2024-04-26,Restoran,4439.04,Fatura Ödemesi,Telefon,İstanbul
2024,Nisan,3,2024-04-03,Eğitim,441.51,Spor,Unusual Expense,İzmir
2024,Nisan,2,2024-04-02,Eğitim,79.45,Fatura Ödemesi,Su,İstanbul
2024,Nisan,24,2024-04-24,Restoran,120.02,Spor,Üyelik,Ankara
2024,Nisan,11,2024-04-11,Alışveriş,207.12,Eğitim,Seminer,Ankara
2024,Nisan,27,2024-04-27,Eğitim,298.35,Restoran,Cafe,Ankara
2024,Nisan,9,2024-04-09,Eğitim,394.25,Eğitim,Kitap,İzmir
2024,Nisan,25,2024-04-25,Spor,1833.2,Eğitim,Kitap,Ankara
2024,Nisan,16,2024-04-16,Fatura Ödemesi,433.46,ATM,Unusual Expense,İzmir
2024,Nisan,9,2024-04-09,Restoran,391.62,Spor,Ekipman,Ankara
2024,Nisan,15,2024-04-15,Restoran,345.34,ATM,ATM Çekimi,İstanbul
2024,Nisan,2,2024-04-02,Alışveriş,93.5,Fatura Ödemesi,İnternet,İstanbul
2024,Nisan,11,2024-04-11,Restoran,231.06,Spor,Unusual Expense,İzmir
2024,Nisan,29,2024-04-29,Spor,84.44,ATM,ATM Çekimi,Ankara
2024,Nisan,14,2024-04-14,Eğitim,347.26,Fatura Ödemesi,Telefon,Ankara
2024,Nisan,2,2024-04-02,Restoran,257.86,Spor,Spor Salonu,İstanbul
2024,Nisan,18,2024-04-18,Restoran,480.7,ATM,ATM Çekimi,İstanbul
2024,Nisan,16,2024-04-16,Alışveriş,1773.57,ATM,ATM Çekimi,İstanbul
2024,Nisan,21,2024-04-21,Spor,260.74,Restoran,Fast Food,İzmir
2024,Nisan,6,2024-04-06,Spor,265.32,Fatura Ödemesi,İnternet,Ankara
2024,Nisan,10,2024-04-10,Spor,3255.06,Fatura Ödemesi,İnternet,İstanbul
2024,Nisan,17,2024-04-17,Fatura Ödemesi,220.62,Fatura Ödemesi,Su,Ankara
2024,Nisan,7,2024-04-07,Spor,2285.44,ATM,ATM Çekimi,Ankara
2024,Nisan,30,2024-04-30,Spor,401.12,ATM,ATM Çekimi,İzmir
2024,Nisan,18,2024-04-18,Spor,377.04,Eğitim,Kitap,Ankara
2024,Nisan,17,2024-04-17,Eğitim,74.16,Eğitim,Seminer,Ankara
2024,Nisan,12,2024-04-12,Fatura Ödemesi,3329.02,Restoran,Cafe,İzmir
2024,Nisan,8,2024-04-08,Eğitim,163.34,Restoran,Fast Food,İstanbul
2024,Nisan,19,2024-04-19,Restoran,69.54,Eğitim,Seminer,İstanbul
2024,Nisan,4,2024-04-04,Eğitim,247.08,Restoran,Unusual Expense,İstanbul
2024,Nisan,17,2024-04-17,Alışveriş,269.68,ATM,ATM Çekimi,İzmir
2024,Nisan,30,2024-04-30,Alışveriş,344.31,Eğitim,Kitap,Ankara
2024,Nisan,23,2024-04-23,Eğitim,225.72,ATM,ATM Çekimi,Ankara
2024,Nisan,17,2024-04-17,Alışveriş,157.63,ATM,ATM Çekimi,Ankara
2024,Nisan,22,2024-04-22,Restoran,457.88,Spor,Unusual Expense,İstanbul
2024,Nisan,8,2024-04-08,Spor,4036.61,Restoran,Cafe,İzmir
2024,Nisan,9,2024-04-09,Alışveriş,496.99,Spor,Ekipman,İstanbul
2024,Nisan,21,2024-04-21,Spor,47.5,ATM,ATM Çekimi,İzmir
2024,Nisan,5,2024-04-05,Eğitim,391.43,Restoran,Fast Food,İstanbul
2024,Nisan,8,2024-04-08,Eğitim,2370.98,Restoran,Fast Food,Ankara
2024,Nisan,25,2024-04-25,Alışveriş,178.07,Eğitim,Seminer,İzmir
2024,Nisan,8,2024-04-08,Fatura Ödemesi,2180.31,Fatura Ödemesi,İnternet,İzmir
2024,Nisan,12,2024-04-12,Restoran,1210.14,Restoran,Fine Dining,Ankara
2024,Nisan,12,2024-04-12,Eğitim,76.96,ATM,ATM Çekimi,İstanbul
2024,Nisan,6,2024-04-06,Spor,3436.45,Eğitim,Seminer,Ankara
2024,Nisan,3,2024-04-03,Restoran,220.69,Restoran,Cafe,İzmir
2024,Nisan,2,2024-04-02,Fatura Ödemesi,337.01,Eğitim,Kitap,Ankara
2024,Nisan,10,2024-04-10,Spor,157.48,Fatura Ödemesi,Telefon,Ankara
2024,Nisan,27,2024-04-27,Alışveriş,131.74,ATM,ATM Çekimi,İzmir
2024,Nisan,1,2024-04-01,Restoran,337.58,Spor,Spor Salonu,İzmir
