Yıl,Ay,Gün,Tarih,Saat,İşlem Türü,Harcama Kategorisi,Şehir,Tutar
2023,Mayıs,5,2023-05-05,12:15,Restoran,Pizza,İzmir,131.38
2022,Mart,7,2022-03-07,14:12,Ulaşım,Otobüs,Ankara,295.59
2023,Ocak,14,2023-01-14,01:00,Giyim,H&M,Ankara,603.08
2022,Nisan,2,2022-04-02,20:43,Giyim,H&M,Ankara,944.75
2022,Ekim,18,2022-10-18,12:58,Restoran,Pizza,Ankara,179.51
2023,Eylül,11,2023-09-09,16:56,Fatura,İnternet,İstanbul,84.0
2024,Mart,16,2024-03-15,03:46,Fatura,Su,İstanbul,50.0
2022,Haziran,21,2022-06-21,22:31,Giyim,Zara,Ankara,168.27
2024,Mayıs,19,2024-05-19,13:16,Restoran,Kebap,İzmir,183.8
2023,Mart,13,2023-03-13,11:25,Ulaşım,Benzin,İzmir,24.5
2023,Kasım,23,2023-11-23,05:18,Giyim,Zara,Ankara,64.61
2023,Kasım,27,2023-11-27,02:48,Giyim,Zara,İzmir,702.75
2023,Ocak,13,2023-01-13,13:43,Restoran,Pizza,Ankara,129.93
2024,Ocak,20,2024-01-20,09:36,Giyim,Zara,İstanbul,409.89
2022,Mart,8,2022-03-28,09:01,Fatura,Elektrik,İstanbul,110.0
2022,Ağustos,13,2022-08-05,12:43,Fatura,Su,Ankara,55.0
2023,Ekim,2,2023-10-02,04:05,Ulaşım,Otobüs,İzmir,483.08
2023,Haziran,28,2023-06-28,11:19,Ulaşım,Benzin,İzmir,222.84
2024,Temmuz,11,2024-07-11,07:26,Ulaşım,Otobüs,Ankara,203.34
2022,Eylül,7,2022-09-07,22:02,Giyim,Zara,İzmir,308.7
2022,Ağustos,13,2022-08-28,03:37,Fatura,İnternet,İzmir,88.0
2024,Haziran,4,2024-06-04,00:00,Giyim,LC Waikiki,İzmir,758.1
2022,Mayıs,3,2022-05-03,15:34,Giyim,H&M,Ankara,157.46
2024,Temmuz,8,2024-07-02,08:46,Fatura,Elektrik,İzmir,100.0
2023,Mart,21,2023-03-21,12:18,Restoran,Pizza,Ankara,155.4
2023,Kasım,1,2023-11-01,23:22,Ulaşım,Otobüs,Ankara,480.74
2022,Nisan,8,2022-04-08,13:06,Restoran,Pizza,Ankara,140.36
2024,Şubat,1,2024-02-01,13:05,Restoran,Fast Food,İstanbul,73.08
2023,Ekim,9,2023-10-09,01:46,Giyim,H&M,Ankara,288.62
2022,Ağustos,13,2022-08-21,03:56,Fatura,İnternet,İzmir,88.0
2023,Eylül,11,2023-09-07,00:44,Fatura,İnternet,İzmir,84.0
2024,Mart,16,2024-03-24,22:31,Fatura,Su,İstanbul,50.0
2022,Nisan,21,2022-04-21,12:01,Restoran,Fast Food,Ankara,22.22
2022,Kasım,8,2022-11-08,13:32,Ulaşım,Benzin,Ankara,355.64
2024,Mayıs,7,2024-05-03,19:11,Fatura,Su,İstanbul,50.0
2023,Aralık,18,2023-12-18,18:10,Giyim,LC Waikiki,İstanbul,227.39
2022,Aralık,23,2022-12-23,14:44,Restoran,Fast Food,İstanbul,62.82
2023,Eylül,27,2023-09-27,23:13,Ulaşım,Otobüs,İzmir,343.12
2024,Şubat,15,2024-02-15,18:04,Ulaşım,Otobüs,Ankara,124.75
2023,Ağustos,12,2023-08-12,14:17,Ulaşım,Otobüs,İstanbul,183.69
2023,Haziran,9,2023-06-09,04:38,Giyim,LC Waikiki,İstanbul,87.12
2024,Nisan,12,2024-04-12,01:02,Giyim,LC Waikiki,Ankara,583.22
2022,Ocak,13,2022-01-13,04:37,Giyim,LC Waikiki,İzmir,637.03
2024,Haziran,24,2024-06-19,11:17,Fatura,Su,İzmir,50.0
2024,Temmuz,23,2024-07-23,13:28,Restoran,Pizza,İstanbul,93.31
2023,Ekim,3,2023-10-03,00:09,Giyim,LC Waikiki,Ankara,862.92
2022,Ağustos,9,2022-08-09,07:18,Giyim,H&M,Ankara,341.48
2024,Ocak,18,2024-01-18,00:25,Giyim,H&M,İzmir,295.75
2022,Eylül,10,2022-09-24,15:52,Fatura,Elektrik,İzmir,110.0
2024,Şubat,16,2024-02-16,13:12,Ulaşım,Benzin,Ankara,445.3
2023,Aralık,10,2023-12-10,12:08,Ulaşım,Taksi,İzmir,242.26
2024,Haziran,24,2024-06-04,08:49,Fatura,Elektrik,Ankara,100.0
2022,Nisan,28,2022-04-11,08:13,Fatura,Elektrik,İzmir,110.0
2024,Haziran,2,2024-06-02,12:52,Restoran,Fast Food,İstanbul,127.46
2023,Aralık,11,2023-12-11,12:24,Ulaşım,Benzin,Ankara,63.62
2023,Eylül,11,2023-09-23,22:31,Fatura,Su,Ankara,52.5
2023,Mayıs,7,2023-05-04,10:03,Fatura,İnternet,Ankara,84.0
2022,Aralık,17,2022-12-17,03:31,Ulaşım,Otobüs,İstanbul,24.92
2022,Mart,27,2022-03-27,13:31,Restoran,Fast Food,İstanbul,132.9
2022,Nisan,2,2022-04-02,11:07,Ulaşım,Benzin,İzmir,236.67
2024,Şubat,27,2024-02-06,12:47,Fatura,Elektrik,İstanbul,100.0
2024,Temmuz,24,2024-07-24,11:23,Ulaşım,Benzin,Ankara,131.24
2022,Kasım,13,2022-11-01,23:31,Fatura,İnternet,Ankara,88.0
2022,Ağustos,11,2022-08-11,19:33,Ulaşım,Taksi,Ankara,237.91
2024,Haziran,16,2024-06-16,22:39,Giyim,LC Waikiki,İzmir,729.63
2022,Aralık,5,2022-12-05,03:22,Ulaşım,Taksi,Ankara,337.53
2023,Eylül,10,2023-09-10,11:22,Ulaşım,Benzin,İzmir,165.55
2022,Ekim,25,2022-10-12,04:58,Fatura,İnternet,İstanbul,88.0
2023,Nisan,1,2023-04-01,05:58,Giyim,Zara,İzmir,814.22
2022,Kasım,14,2022-11-14,12:04,Restoran,Kebap,İzmir,169.61
2022,Haziran,28,2022-06-28,13:40,Ulaşım,Otobüs,İstanbul,325.36
2023,Kasım,13,2023-11-13,15:29,Giyim,Zara,İzmir,121.95
2022,Kasım,13,2022-11-14,23:55,Fatura,Su,Ankara,55.0
2022,Ağustos,13,2022-08-19,09:59,Fatura,İnternet,Ankara,88.0
2024,Temmuz,8,2024-07-04,21:28,Fatura,İnternet,İzmir,80.0
2023,Kasım,19,2023-11-19,04:06,Giyim,Zara,İstanbul,705.09
2023,Eylül,9,2023-09-09,12:34,Restoran,Fast Food,İstanbul,174.54
2023,Ekim,20,2023-10-20,12:59,Restoran,Pizza,İzmir,140.97
2022,Aralık,13,2022-12-13,12:06,Restoran,Kebap,İzmir,90.04
2024,Ocak,27,2024-01-27,16:58,Ulaşım,Taksi,İzmir,21.64
2023,Nisan,25,2023-04-14,01:49,Fatura,İnternet,Ankara,84.0
2023,Ekim,20,2023-10-20,07:26,Ulaşım,Otobüs,Ankara,90.68
2022,Şubat,27,2022-02-27,04:39,Ulaşım,Otobüs,Ankara,311.51
2023,Ağustos,25,2023-08-19,02:18,Fatura,Su,İstanbul,52.5
2024,Şubat,13,2024-02-13,13:51,Restoran,Kebap,İstanbul,174.06
2022,Ocak,25,2022-01-20,14:32,Fatura,Su,İzmir,55.0
2023,Haziran,14,2023-06-14,16:22,Giyim,Zara,İstanbul,359.41
2022,Şubat,6,2022-02-22,09:24,Fatura,Elektrik,Ankara,110.0
2024,Şubat,2,2024-02-02,19:12,Giyim,H&M,Ankara,345.41
2024,Haziran,2,2024-06-02,22:58,Ulaşım,Taksi,İzmir,408.46
2024,Haziran,24,2024-06-13,13:33,Fatura,İnternet,İstanbul,80.0
2022,Temmuz,12,2022-07-22,21:39,Fatura,Elektrik,İstanbul,110.0
2022,Ekim,3,2022-10-03,06:20,Giyim,H&M,Ankara,930.18
2024,Ocak,1,2024-01-01,18:17,Ulaşım,Otobüs,Ankara,21.38
2023,Nisan,21,2023-04-21,02:29,Ulaşım,Otobüs,İzmir,470.6
2024,Mayıs,2,2024-05-02,08:41,Giyim,H&M,İstanbul,560.89
2022,Mayıs,3,2022-05-03,12:03,Restoran,Pizza,İstanbul,107.16
2023,Temmuz,4,2023-07-04,12:50,Restoran,Pizza,İstanbul,180.71
2022,Şubat,16,2022-02-16,12:43,Restoran,Kebap,İstanbul,183.69
2024,Nisan,24,2024-04-19,14:05,Fatura,Su,İstanbul,50.0
2022,Ekim,2,2022-10-02,14:23,Restoran,Fast Food,İzmir,190.57
2022,Eylül,26,2022-09-26,19:29,Giyim,H&M,Ankara,927.28
2024,Haziran,11,2024-06-11,12:21,Ulaşım,Benzin,İzmir,176.57
2022,Şubat,6,2022-02-15,15:54,Fatura,Elektrik,Ankara,110.0
2023,Ağustos,25,2023-08-21,23:00,Fatura,Elektrik,İzmir,105.0
2024,Mart,27,2024-03-27,17:22,Giyim,H&M,İstanbul,61.86
2024,Nisan,17,2024-04-17,12:04,Giyim,H&M,İzmir,915.88
2024,Nisan,7,2024-04-07,09:45,Giyim,H&M,İstanbul,95.14
2024,Haziran,16,2024-06-16,20:41,Giyim,LC Waikiki,Ankara,921.57
2023,Aralık,21,2023-12-21,12:12,Ulaşım,Benzin,İstanbul,327.15
2024,Haziran,8,2024-06-08,12:45,Restoran,Kebap,Ankara,125.65
2022,Ocak,5,2022-01-05,12:32,Ulaşım,Benzin,İstanbul,394.17
2022,Haziran,11,2022-06-11,18:06,Ulaşım,Otobüs,İstanbul,377.03
2023,Nisan,21,2023-04-21,18:39,Ulaşım,Otobüs,İstanbul,217.69
2024,Ocak,21,2024-01-23,12:49,Fatura,İnternet,İzmir,80.0
2022,Ağustos,13,2022-08-13,23:24,Giyim,LC Waikiki,İzmir,579.02
2022,Temmuz,6,2022-07-06,12:33,Restoran,Kebap,Ankara,78.35
2024,Nisan,8,2024-04-08,12:56,Ulaşım,Otobüs,Ankara,299.57
2024,Temmuz,8,2024-07-04,04:43,Fatura,Elektrik,İstanbul,100.0
2022,Kasım,28,2022-11-28,19:28,Giyim,LC Waikiki,Ankara,919.94
2023,Nisan,25,2023-04-25,02:36,Ulaşım,Taksi,İzmir,300.85
2022,Eylül,26,2022-09-26,15:36,Giyim,LC Waikiki,Ankara,933.46
2024,Mayıs,27,2024-05-27,12:48,Giyim,LC Waikiki,İzmir,210.12
2023,Kasım,14,2023-11-19,19:43,Fatura,Su,İstanbul,52.5
2024,Haziran,1,2024-06-01,14:58,Restoran,Kebap,İzmir,166.9
2023,Aralık,7,2023-12-07,02:35,Ulaşım,Taksi,İstanbul,381.34
2024,Ocak,21,2024-01-28,18:15,Fatura,İnternet,Ankara,80.0
2022,Ağustos,2,2022-08-02,12:57,Restoran,Kebap,İzmir,47.78
2023,Mart,26,2023-03-26,21:12,Fatura,Elektrik,Ankara,105.0
2024,Nisan,13,2024-04-13,00:31,Ulaşım,Otobüs,Ankara,226.32
2023,Mayıs,8,2023-05-08,09:39,Giyim,Zara,İstanbul,612.17
2024,Şubat,17,2024-02-17,14:00,Giyim,LC Waikiki,Ankara,103.37
2022,Şubat,10,2022-02-10,05:47,Giyim,LC Waikiki,İzmir,190.4
2024,Ocak,14,2024-01-14,21:07,Giyim,LC Waikiki,İzmir,587.85
2023,Haziran,5,2023-06-05,08:46,Ulaşım,Otobüs,Ankara,403.66
2022,Kasım,4,2022-11-04,05:24,Giyim,H&M,İzmir,236.32
2022,Nisan,28,2022-04-03,12:22,Fatura,İnternet,Ankara,88.0
2022,Aralık,28,2022-12-28,11:59,Ulaşım,Benzin,İstanbul,276.17
2024,Şubat,5,2024-02-05,12:13,Ulaşım,Otobüs,İstanbul,160.55
2023,Nisan,25,2023-04-04,13:50,Fatura,Elektrik,İzmir,105.0
2022,Aralık,1,2022-12-01,11:26,Ulaşım,Taksi,Ankara,344.71
2022,Mayıs,14,2022-05-27,22:04,Fatura,İnternet,Ankara,88.0
2024,Haziran,24,2024-06-26,23:14,Fatura,Su,Ankara,50.0
2024,Nisan,7,2024-04-07,08:43,Giyim,Zara,Ankara,66.83
2022,Ocak,25,2022-01-05,10:56,Fatura,İnternet,Ankara,88.0
2022,Aralık,16,2022-12-19,15:18,Fatura,Su,İstanbul,55.0
2024,Mart,16,2024-03-21,05:44,Fatura,Elektrik,İstanbul,100.0
2022,Nisan,17,2022-04-17,00:16,Ulaşım,Otobüs,İstanbul,140.59
2022,Haziran,18,2022-06-18,09:28,Giyim,H&M,İzmir,188.53
2023,Eylül,11,2023-09-12,22:59,Fatura,Elektrik,Ankara,105.0
2023,Haziran,9,2023-06-12,17:09,Fatura,İnternet,İzmir,84.0
2022,Eylül,23,2022-09-23,20:12,Ulaşım,Taksi,İzmir,136.51
2022,Mart,12,2022-03-12,12:52,Ulaşım,Benzin,İstanbul,261.9
2024,Şubat,15,2024-02-15,12:40,Restoran,Fast Food,İstanbul,117.9
2023,Nisan,2,2023-04-02,12:52,Restoran,Fast Food,İstanbul,188.65
2022,Haziran,7,2022-06-07,11:34,Ulaşım,Taksi,İzmir,247.24
2024,Temmuz,24,2024-07-24,14:13,Restoran,Pizza,Ankara,80.44
2023,Kasım,2,2023-11-02,01:49,Giyim,LC Waikiki,İzmir,524.77
2023,Eylül,3,2023-09-03,15:30,Ulaşım,Otobüs,İstanbul,214.93
2023,Temmuz,6,2023-07-06,12:55,Ulaşım,Benzin,İstanbul,233.34
2023,Haziran,15,2023-06-15,12:12,Restoran,Pizza,İzmir,164.13
2023,Ekim,15,2023-10-15,21:55,Giyim,H&M,Ankara,612.57
2023,Haziran,1,2023-06-01,20:22,Giyim,Zara,İzmir,464.58
2023,Temmuz,23,2023-07-23,13:59,Restoran,Pizza,İzmir,166.28
2024,Nisan,1,2024-04-01,13:20,Restoran,Pizza,Ankara,130.07
2023,Nisan,20,2023-04-20,12:49,Ulaşım,Benzin,Ankara,351.12
2022,Ekim,15,2022-10-15,12:07,Ulaşım,Otobüs,İstanbul,140.29
2022,Mart,4,2022-03-04,08:18,Giyim,Zara,İstanbul,648.09
2023,Eylül,6,2023-09-06,19:01,Giyim,Zara,Ankara,457.1
2024,Ocak,21,2024-01-25,22:01,Fatura,Su,Ankara,50.0
2024,Temmuz,5,2024-07-05,07:04,Giyim,H&M,İstanbul,561.89
2022,Mayıs,5,2022-05-05,14:33,Restoran,Fast Food,İstanbul,95.7
2024,Temmuz,8,2024-07-22,06:40,Fatura,İnternet,Ankara,80.0
2022,Eylül,10,2022-09-10,15:35,Giyim,Zara,İzmir,339.48
2024,Ocak,27,2024-01-27,20:13,Giyim,H&M,İstanbul,94.41
2024,Haziran,24,2024-06-24,13:09,Ulaşım,Benzin,İzmir,498.29
2022,Kasım,27,2022-11-27,12:12,Ulaşım,Benzin,İstanbul,421.11
2022,Eylül,4,2022-09-04,00:41,Giyim,H&M,Ankara,656.66
2024,Mayıs,15,2024-05-15,09:09,Ulaşım,Taksi,İzmir,452.51
2024,Şubat,27,2024-02-24,21:45,Fatura,Su,Ankara,50.0
2023,Kasım,23,2023-11-23,12:13,Restoran,Pizza,İstanbul,123.97
2022,Mart,2,2022-03-02,12:36,Ulaşım,Taksi,İzmir,152.14
2022,Ocak,8,2022-01-08,09:01,Ulaşım,Otobüs,İzmir,374.36
2023,Nisan,9,2023-04-09,13:32,Restoran,Pizza,İzmir,124.48
2022,Şubat,21,2022-02-21,12:35,Restoran,Pizza,İstanbul,180.17
2022,Nisan,10,2022-04-10,19:06,Ulaşım,Taksi,İstanbul,342.51
2023,Ağustos,25,2023-08-25,15:48,Ulaşım,Taksi,İzmir,262.98
2022,Nisan,24,2022-04-24,14:29,Restoran,Pizza,İzmir,79.42
2022,Haziran,9,2022-06-09,08:23,Giyim,Zara,İzmir,387.76
2022,Mayıs,14,2022-05-12,11:56,Fatura,Elektrik,İzmir,110.0
2024,Mart,24,2024-03-24,20:25,Giyim,Zara,İzmir,343.38
2022,Şubat,22,2022-02-22,03:30,Giyim,Zara,İstanbul,416.86
2024,Mart,16,2024-03-16,14:43,Restoran,Kebap,İstanbul,68.04
2024,Ocak,13,2024-01-13,18:17,Giyim,Zara,Ankara,950.13
2022,Ağustos,19,2022-08-19,13:03,Ulaşım,Benzin,İzmir,359.74
2024,Mayıs,16,2024-05-16,07:34,Giyim,H&M,İstanbul,474.77
2022,Ağustos,13,2022-08-20,01:35,Fatura,Elektrik,İstanbul,110.0
2022,Haziran,6,2022-06-06,23:00,Ulaşım,Otobüs,Ankara,77.48
2022,Mayıs,6,2022-05-06,08:32,Ulaşım,Otobüs,İzmir,425.33
2024,Mart,11,2024-03-11,02:11,Giyim,H&M,İzmir,87.19
2023,Mart,23,2023-03-23,23:03,Giyim,Zara,İstanbul,406.34
2024,Mart,16,2024-03-17,03:42,Fatura,Su,Ankara,50.0
2023,Aralık,11,2023-12-11,05:36,Ulaşım,Otobüs,Ankara,437.69
2024,Şubat,23,2024-02-23,02:56,Ulaşım,Otobüs,İzmir,18.05
2023,Ekim,10,2023-10-10,12:26,Giyim,LC Waikiki,İstanbul,823.27
2023,Nisan,7,2023-04-07,13:10,Ulaşım,Benzin,İstanbul,203.45
2022,Aralık,16,2022-12-10,00:17,Fatura,Su,İzmir,55.0
2022,Aralık,14,2022-12-14,12:46,Restoran,Pizza,Ankara,57.07
2022,Aralık,20,2022-12-20,13:31,Giyim,LC Waikiki,İstanbul,152.3
2023,Eylül,20,2023-09-20,12:18,Restoran,Kebap,İstanbul,181.7
2022,Eylül,10,2022-09-02,13:50,Fatura,Elektrik,İzmir,110.0
2024,Şubat,27,2024-02-05,18:35,Fatura,Elektrik,İzmir,100.0
2024,Şubat,19,2024-02-19,12:23,Restoran,Fast Food,Ankara,49.4
2022,Mayıs,24,2022-05-24,12:00,Restoran,Pizza,İstanbul,47.57
2022,Haziran,23,2022-06-23,13:05,Restoran,Fast Food,Ankara,182.61
2023,Ekim,20,2023-10-16,05:42,Fatura,Su,İzmir,52.5
2024,Nisan,24,2024-04-25,01:18,Fatura,İnternet,Ankara,80.0
2024,Nisan,23,2024-04-23,14:55,Restoran,Pizza,Ankara,191.11
2024,Ocak,22,2024-01-22,15:32,Ulaşım,Otobüs,Ankara,401.97
2024,Haziran,24,2024-06-06,02:36,Fatura,Su,İstanbul,50.0
2024,Mart,14,2024-03-14,14:40,Giyim,Zara,Ankara,755.04
2024,Haziran,21,2024-06-21,03:17,Giyim,Zara,İstanbul,730.43
2024,Haziran,18,2024-06-18,12:36,Restoran,Pizza,Ankara,72.38
2024,Şubat,27,2024-02-27,17:57,Fatura,Su,Ankara,50.0
2022,Temmuz,28,2022-07-28,03:32,Ulaşım,Otobüs,Ankara,287.68
2022,Temmuz,8,2022-07-08,12:51,Giyim,H&M,İzmir,725.87
2022,Mart,19,2022-03-19,14:01,Restoran,Kebap,Ankara,152.07
2022,Ekim,12,2022-10-12,20:45,Giyim,H&M,İstanbul,883.18
2024,Nisan,14,2024-04-14,14:28,Restoran,Fast Food,İstanbul,101.79
2024,Şubat,15,2024-02-15,12:57,Restoran,Fast Food,İstanbul,198.91
2022,Ekim,25,2022-10-06,11:41,Fatura,İnternet,İzmir,88.0
2023,Aralık,1,2023-12-28,21:49,Fatura,Su,İstanbul,52.5
2024,Haziran,11,2024-06-11,05:00,Ulaşım,Taksi,İzmir,16.68
2023,Ağustos,11,2023-08-11,12:34,Ulaşım,Taksi,İstanbul,295.42
2024,Mart,15,2024-03-15,12:30,Restoran,Pizza,İstanbul,160.64
2023,Temmuz,21,2023-07-06,10:25,Fatura,Elektrik,İstanbul,105.0
2024,Mayıs,21,2024-05-21,22:04,Ulaşım,Otobüs,İzmir,184.82
2022,Haziran,1,2022-06-01,10:47,Fatura,İnternet,İstanbul,88.0
2022,Nisan,27,2022-04-27,12:32,Giyim,LC Waikiki,İzmir,354.24
2023,Ocak,7,2023-01-07,19:37,Giyim,LC Waikiki,İzmir,820.59
2023,Nisan,20,2023-04-20,12:24,Restoran,Pizza,İzmir,57.49
2023,Ağustos,18,2023-08-18,16:09,Giyim,Zara,İzmir,105.41
2024,Nisan,12,2024-04-12,14:33,Restoran,Fast Food,Ankara,135.17
2022,Mart,8,2022-03-26,11:04,Fatura,Su,İzmir,55.0
2024,Nisan,22,2024-04-22,16:31,Ulaşım,Otobüs,İstanbul,246.33
2023,Mayıs,7,2023-05-20,10:41,Fatura,Elektrik,İstanbul,105.0
2024,Mayıs,23,2024-05-23,12:19,Giyim,Zara,Ankara,291.43
2022,Ocak,17,2022-01-17,12:58,Ulaşım,Benzin,İzmir,157.36
2024,Mayıs,7,2024-05-08,10:15,Fatura,Su,İstanbul,50.0
2023,Mart,23,2023-03-23,12:57,Ulaşım,Benzin,Ankara,257.09
2024,Mart,2,2024-03-02,12:10,Restoran,Pizza,İstanbul,138.02
2023,Nisan,25,2023-04-03,19:23,Fatura,Elektrik,Ankara,105.0
2022,Temmuz,20,2022-07-20,15:46,Ulaşım,Otobüs,Ankara,243.59
2024,Ocak,27,2024-01-27,14:14,Restoran,Kebap,Ankara,69.5
2024,Nisan,26,2024-04-26,06:31,Giyim,LC Waikiki,İzmir,174.41
2022,Şubat,6,2022-02-08,13:08,Fatura,Elektrik,İstanbul,110.0
2024,Şubat,10,2024-02-10,14:35,Giyim,LC Waikiki,İzmir,443.87
2024,Mart,11,2024-03-11,14:28,Restoran,Pizza,Ankara,138.8
2022,Aralık,16,2022-12-24,09:02,Fatura,Su,İstanbul,55.0
2023,Eylül,11,2023-09-04,14:18,Fatura,Elektrik,İzmir,105.0
2024,Temmuz,9,2024-07-09,13:56,Restoran,Pizza,Ankara,47.95
2023,Ağustos,27,2023-08-27,01:36,Ulaşım,Otobüs,İstanbul,194.28
2022,Aralık,20,2022-12-20,18:25,Giyim,H&M,Ankara,125.35
2024,Mart,23,2024-03-23,13:59,Restoran,Kebap,Ankara,127.46
2024,Temmuz,28,2024-07-28,14:31,Restoran,Kebap,İstanbul,188.06
2022,Ocak,9,2022-01-09,12:43,Restoran,Pizza,İzmir,100.81
2024,Mart,14,2024-03-14,14:35,Restoran,Pizza,Ankara,102.55
2024,Mayıs,13,2024-05-13,12:57,Restoran,Fast Food,İzmir,27.77
2024,Ocak,22,2024-01-22,12:46,Ulaşım,Benzin,Ankara,303.08
2024,Mayıs,7,2024-05-07,15:32,Giyim,H&M,İzmir,983.29
2024,Mart,16,2024-03-16,02:14,Ulaşım,Taksi,İzmir,146.03
2024,Temmuz,12,2024-07-12,12:25,Restoran,Pizza,İzmir,54.51
2023,Şubat,16,2023-02-16,11:10,Ulaşım,Benzin,Ankara,385.36
2023,Nisan,25,2023-04-18,21:55,Fatura,Elektrik,İstanbul,105.0
2022,Ekim,25,2022-10-14,04:26,Fatura,İnternet,İstanbul,88.0
2023,Kasım,14,2023-11-07,10:02,Fatura,Elektrik,İstanbul,105.0
2022,Eylül,1,2022-09-01,19:15,Giyim,H&M,Ankara,557.19
2022,Ocak,15,2022-01-15,13:30,Ulaşım,Benzin,Ankara,222.17
2024,Mart,19,2024-03-19,17:27,Giyim,Zara,Ankara,819.41
2022,Mart,8,2022-03-17,03:48,Fatura,Elektrik,Ankara,110.0
2024,Mart,11,2024-03-11,13:04,Restoran,Fast Food,Ankara,28.77
2024,Nisan,24,2024-04-10,09:21,Fatura,Elektrik,Ankara,100.0
2022,Mayıs,24,2022-05-24,18:30,Giyim,H&M,İzmir,246.29
2023,Eylül,26,2023-09-26,13:10,Ulaşım,Benzin,Ankara,12.81
2024,Mayıs,7,2024-05-22,12:09,Fatura,Su,İzmir,50.0
2023,Kasım,3,2023-11-03,14:20,Restoran,Fast Food,İzmir,181.06
2022,Mayıs,21,2022-05-21,13:49,Ulaşım,Benzin,İzmir,257.46
2022,Temmuz,27,2022-07-27,11:17,Ulaşım,Benzin,İzmir,98.45
2023,Mart,16,2023-03-16,13:24,Restoran,Pizza,Ankara,79.64
2024,Temmuz,26,2024-07-26,20:09,Giyim,LC Waikiki,İzmir,400.25
2024,Şubat,5,2024-02-05,19:34,Giyim,Zara,İzmir,330.38
2023,Temmuz,12,2023-07-12,14:52,Restoran,Pizza,İzmir,124.9
2024,Nisan,1,2024-04-01,14:56,Restoran,Fast Food,İstanbul,51.49
2023,Haziran,9,2023-06-09,21:24,Giyim,Zara,İzmir,296.26
2023,Aralık,22,2023-12-22,12:26,Restoran,Kebap,İzmir,143.33
2022,Nisan,20,2022-04-20,07:45,Ulaşım,Taksi,İzmir,74.36
2022,Mayıs,3,2022-05-03,00:20,Giyim,H&M,İzmir,486.73
2022,Haziran,1,2022-06-19,00:57,Fatura,Elektrik,Ankara,110.0
2022,Eylül,17,2022-09-17,14:29,Giyim,H&M,İzmir,828.22
2024,Ocak,17,2024-01-17,12:44,Restoran,Kebap,İstanbul,130.44
2024,Ocak,25,2024-01-25,03:54,Giyim,LC Waikiki,İzmir,440.55
2023,Nisan,25,2023-04-18,18:42,Fatura,İnternet,Ankara,84.0
2022,Nisan,9,2022-04-09,12:18,Restoran,Fast Food,İstanbul,98.48
2024,Haziran,22,2024-06-22,03:25,Ulaşım,Otobüs,İzmir,96.35
2022,Ağustos,13,2022-08-13,14:11,Fatura,Elektrik,İstanbul,110.0
2022,Kasım,5,2022-11-05,13:27,Restoran,Fast Food,İzmir,95.36
2023,Mart,5,2023-03-05,10:40,Giyim,H&M,İstanbul,515.71
2022,Ekim,27,2022-10-27,12:33,Restoran,Kebap,İzmir,74.92
2022,Ağustos,13,2022-08-25,17:58,Fatura,Su,İzmir,55.0
2024,Ocak,28,2024-01-28,15:33,Giyim,H&M,İzmir,321.61
2022,Ocak,6,2022-01-06,14:33,Restoran,Kebap,Ankara,169.28
2024,Mart,16,2024-03-12,09:21,Fatura,İnternet,İstanbul,80.0
2022,Mart,11,2022-03-11,23:39,Giyim,LC Waikiki,Ankara,515.61
2024,Nisan,6,2024-04-06,11:06,Ulaşım,Taksi,İzmir,498.07
2022,Ağustos,10,2022-08-10,19:02,Ulaşım,Taksi,İstanbul,59.6
2024,Ocak,27,2024-01-27,07:44,Giyim,H&M,İstanbul,920.71
2024,Haziran,9,2024-06-09,19:37,Giyim,LC Waikiki,İzmir,263.43
2022,Ağustos,4,2022-08-04,13:43,Restoran,Kebap,İzmir,153.5
2024,Ocak,19,2024-01-19,14:35,Restoran,Kebap,Ankara,25.61
2022,Eylül,5,2022-09-05,08:54,Ulaşım,Otobüs,İzmir,48.29
2023,Ocak,9,2023-01-14,02:42,Fatura,Su,İzmir,52.5
2023,Ağustos,24,2023-08-24,10:20,Ulaşım,Taksi,İstanbul,469.46
2022,Nisan,4,2022-04-04,17:41,Giyim,H&M,İstanbul,109.76
2023,Mart,2,2023-03-02,12:05,Ulaşım,Benzin,Ankara,12.0
2022,Şubat,24,2022-02-24,14:50,Restoran,Kebap,Ankara,36.86
2024,Haziran,24,2024-06-21,18:02,Fatura,Elektrik,Ankara,100.0
2024,Haziran,24,2024-06-27,07:06,Fatura,Elektrik,İzmir,100.0
2024,Mart,27,2024-03-27,14:36,Restoran,Pizza,İzmir,52.07
2022,Kasım,28,2022-11-28,22:00,Giyim,Zara,Ankara,532.86
2023,Ağustos,25,2023-08-05,22:33,Fatura,İnternet,İstanbul,84.0
2024,Ocak,21,2024-01-21,10:09,Ulaşım,Taksi,İzmir,338.42
2024,Temmuz,4,2024-07-04,12:50,Restoran,Fast Food,İzmir,20.85
2024,Haziran,24,2024-06-22,04:20,Fatura,Elektrik,İzmir,100.0
2023,Mayıs,13,2023-05-13,14:49,Restoran,Fast Food,Ankara,28.53
2022,Eylül,10,2022-09-25,21:32,Fatura,Elektrik,İstanbul,110.0
2023,Aralık,16,2023-12-16,14:18,Giyim,LC Waikiki,İzmir,650.17
2024,Nisan,24,2024-04-11,15:09,Fatura,Elektrik,İstanbul,100.0
2022,Haziran,11,2022-06-11,12:37,Restoran,Pizza,İstanbul,75.21
2022,Kasım,13,2022-11-13,20:03,Giyim,LC Waikiki,İstanbul,261.41
